Date,Visitor,Home,V_Score,H_Score,Predicted_Spread,Market_Spread,Spread_Edge,Predicted_Total,Market_Total,Total_Edge,Bet_Signals
2026-01-02,Mount St. Mary's,Merrimack,62.5,67.7,5.2,-4.5,0.7,130.4,141.5,11.1,TOTAL UNDER 141.5 (5.0%)
2026-01-02,Sacred Heart,Niagara,75.4,71.8,-3.6,3.5,0.1,146.1,143.5,2.6,
2026-01-02,Sam Houston St.,Western Kentucky,78.7,77.7,-0.9,-4.5,5.4,156.4,166.5,10.1,TOTAL UNDER 166.5 (5.0%); SPREAD Sam Houston St. +4.5 (5.0%)
2026-01-02,USC,Michigan,70.0,80.5,10.5,-22.5,12.0,151.1,173.5,22.4,TOTAL UNDER 173.5 (5.0%); SPREAD USC +22.5 (5.0%)
2026-01-02,Central Connecticut,LIU,61.1,62.9,1.7,-6.5,4.8,124.4,144.5,20.1,TOTAL UNDER 144.5 (5.0%); SPREAD Central Connecticut +6.5 (5.0%)
2026-01-02,Jacksonville St.,Delaware,75.5,72.5,-3.0,2.5,0.5,145.8,127.5,18.3,TOTAL OVER 127.5 (5.0%)
2026-01-02,Kennesaw St.,Liberty,68.9,73.7,4.9,-7.5,2.6,142.7,155.5,12.8,TOTAL UNDER 155.5 (5.0%); SPREAD Kennesaw St. +7.5 (5.0%)
2026-01-02,Lamar,McNeese,63.1,74.9,11.9,-16.5,4.6,137.7,143.5,5.8,TOTAL UNDER 143.5 (5.0%); SPREAD Lamar +16.5 (5.0%)
2026-01-02,Marist,St. Peter's,55.6,61.5,5.9,2.5,8.4,117.4,133.5,16.1,TOTAL UNDER 133.5 (5.0%); SPREAD St. Peter's +2.5 (5.0%)
2026-01-02,Quinnipiac,Manhattan,80.1,79.8,-0.3,6.5,6.2,158.9,157.5,1.4,SPREAD Manhattan +6.5 (5.0%)
2026-01-02,Robert Morris,Detroit Mercy,77.1,64.1,-13.1,2.5,10.6,141.3,148.5,7.2,TOTAL UNDER 148.5 (5.0%); SPREAD Robert Morris -2.5 (5.0%)
2026-01-02,Siena,Iona,67.2,78.1,10.9,-0.5,10.4,145.7,148.5,2.8,SPREAD Iona -0.5 (5.0%)
2026-01-02,Wagner,Chicago St.,60.7,59.4,-1.3,-1.5,2.8,119.6,146.5,26.9,TOTAL UNDER 146.5 (5.0%); SPREAD Wagner +1.5 (5.0%)
2026-01-02,Fairleigh Dickinson,Mercyhurst,71.4,72.1,0.8,-6.5,5.7,142.9,148.5,5.6,TOTAL UNDER 148.5 (5.0%); SPREAD Fairleigh Dickinson +6.5 (5.0%)
2026-01-02,Louisiana Tech,Middle Tennessee,68.9,71.2,2.3,-6.5,4.2,140.7,148.5,7.8,TOTAL UNDER 148.5 (5.0%); SPREAD Louisiana Tech +6.5 (5.0%)
2026-01-02,Oregon,Maryland,74.2,81.0,6.8,2.5,9.3,154.6,149.5,5.1,TOTAL OVER 149.5 (5.0%); SPREAD Maryland +2.5 (5.0%)
2026-01-02,Louisville,Stanford,80.4,73.0,-7.4,9.5,2.1,149.5,157.5,8.0,TOTAL UNDER 157.5 (5.0%); SPREAD Stanford +9.5 (5.0%)
2026-01-02,Ohio St.,Rutgers,79.9,77.3,-2.6,9.5,6.9,151.1,150.5,0.6,SPREAD Rutgers +9.5 (5.0%)
2026-01-02,UTEP,Missouri St.,70.2,70.0,-0.2,-3.5,3.7,138.8,131.5,7.3,TOTAL OVER 131.5 (5.0%); SPREAD UTEP +3.5 (5.0%)
2026-01-02,Michigan St.,Nebraska,74.9,69.3,-5.6,-2.5,8.1,143.7,144.5,0.8,SPREAD Michigan St. +2.5 (5.0%)
2026-01-02,Seattle,Gonzaga,72.2,100.8,28.7,-24.5,4.2,152.1,154.5,2.4,SPREAD Gonzaga -24.5 (5.0%)
2026-01-02,West Virginia,Iowa St.,63.4,76.2,12.8,-18.5,5.7,140.2,142.5,2.3,SPREAD West Virginia +18.5 (5.0%)
2026-01-02,Loyola Marymount,Washington St.,68.6,81.2,12.6,-2.5,10.1,150.0,142.5,7.5,TOTAL OVER 142.5 (5.0%); SPREAD Washington St. -2.5 (5.0%)
2026-01-02,Oregon St.,Pacific,75.2,66.2,-9.0,-4.5,13.5,138.9,138.5,0.4,SPREAD Oregon St. +4.5 (5.0%)
2026-01-02,Pepperdine,Santa Clara,71.3,89.5,18.2,-19.5,1.3,156.3,150.5,5.8,TOTAL OVER 150.5 (5.0%)
2026-01-02,Portland,Saint Mary's,55.1,91.2,36.1,-21.5,14.6,136.6,145.5,8.9,SPREAD Saint Mary's -21.5 (5.0%)
2026-01-02,San Diego,San Francisco,68.6,85.3,16.7,-10.5,6.2,153.4,149.5,3.9,TOTAL OVER 149.5 (5.0%); SPREAD San Francisco -10.5 (5.0%)
2026-01-02,Notre Dame,California,71.4,74.8,3.4,-4.5,1.1,143.4,137.5,5.9,TOTAL OVER 137.5 (5.0%)
2026-01-02,New Mexico St.,FIU,64.4,68.2,3.8,1.5,5.3,131.9,155.5,23.6,TOTAL UNDER 155.5 (5.0%); SPREAD FIU +1.5 (5.0%)
2026-01-02,Fairfield,Canisius,71.9,70.7,-1.2,6.5,5.3,142.0,138.5,3.5,TOTAL OVER 138.5 (5.0%); SPREAD Canisius +6.5 (5.0%)
2026-01-02,Mount St. Mary's,Merrimack,62.5,67.8,5.3,-4.5,0.8,130.7,141.5,10.8,TOTAL UNDER 141.5 (5.0%)
2026-01-02,New Mexico St.,FIU,76.3,81.7,5.4,1.5,6.9,153.5,155.5,2.0,SPREAD FIU +1.5 (5.0%)
2026-01-02,Fairfield,Canisius,67.2,69.4,2.2,6.5,8.7,136.6,138.5,1.9,SPREAD Canisius +6.5 (5.0%)
2026-01-02,Mount St. Mary's,Merrimack,64.5,68.9,4.4,-4.5,0.1,133.5,141.5,8.0,TOTAL UNDER 141.5 (5.0%)
2026-01-02,Sacred Heart,Niagara,71.7,66.5,-5.2,3.5,1.7,138.5,143.5,5.0,TOTAL UNDER 143.5 (5.0%)
2026-01-02,Sam Houston St.,Western Kentucky,90.6,88.0,-2.5,-4.5,7.0,167.8,166.5,1.3,SPREAD Sam Houston St. +4.5 (5.0%)
2026-01-02,USC,Michigan,78.6,96.9,18.3,-22.5,4.2,174.3,173.5,0.8,SPREAD USC +22.5 (5.0%)
2026-01-02,Central Connecticut,LIU,66.6,83.2,16.6,-6.5,10.1,149.2,144.5,4.7,TOTAL OVER 144.5 (5.0%); SPREAD LIU -6.5 (5.0%)
2026-01-02,Jacksonville St.,Delaware,63.4,63.2,-0.2,2.5,2.3,126.8,127.5,0.7,SPREAD Delaware +2.5 (5.0%)
2026-01-02,Kennesaw St.,Liberty,75.2,78.7,3.5,-7.5,4.0,149.0,155.5,6.5,TOTAL UNDER 155.5 (5.0%); SPREAD Kennesaw St. +7.5 (5.0%)
2026-01-02,Lamar,McNeese,67.8,86.3,18.5,-16.5,2.0,146.7,143.5,3.2,TOTAL OVER 143.5 (5.0%); SPREAD McNeese -16.5 (5.0%)
2026-01-02,Marist,St. Peter's,68.8,67.7,-1.1,2.5,1.4,136.4,133.5,2.9,
2026-01-02,New Haven,Stonehill,60.2,57.3,-2.9,-1.5,4.4,117.8,127.5,9.7,TOTAL UNDER 127.5 (5.0%); SPREAD New Haven +1.5 (5.0%)
2026-01-02,Quinnipiac,Manhattan,84.6,77.5,-7.2,6.5,0.7,161.1,157.5,3.6,TOTAL OVER 157.5 (5.0%)
2026-01-02,Robert Morris,Detroit Mercy,78.6,71.6,-7.1,2.5,4.6,148.6,148.5,0.1,SPREAD Robert Morris -2.5 (5.0%)
2026-01-02,Siena,Iona,74.7,74.8,0.1,-0.5,0.4,148.8,148.5,0.3,
2026-01-02,Wagner,Chicago St.,72.5,73.0,0.5,-1.5,1.0,145.5,146.5,1.0,
2026-01-02,Fairleigh Dickinson,Mercyhurst,66.8,71.9,5.1,-6.5,1.4,138.5,148.5,10.0,TOTAL UNDER 148.5 (5.0%)
2026-01-02,Louisiana Tech,Middle Tennessee,63.2,67.5,4.3,-6.5,2.2,130.7,148.5,17.8,TOTAL UNDER 148.5 (5.0%); SPREAD Louisiana Tech +6.5 (5.0%)
2026-01-02,Oregon,Maryland,74.2,74.3,0.0,2.5,2.5,148.8,149.5,0.7,SPREAD Maryland +2.5 (5.0%)
2026-01-02,Louisville,Stanford,89.5,83.4,-6.1,9.5,3.4,158.2,157.5,0.7,SPREAD Stanford +9.5 (5.0%)
2026-01-02,Ohio St.,Rutgers,79.3,73.0,-6.3,9.5,3.2,147.4,150.5,3.1,SPREAD Rutgers +9.5 (5.0%)
2026-01-02,UTEP,Missouri St.,64.6,65.7,1.1,-3.5,2.4,131.2,131.5,0.3,SPREAD UTEP +3.5 (5.0%)
2026-01-02,Michigan St.,Nebraska,77.8,74.5,-3.3,-2.5,5.8,149.5,144.5,5.0,TOTAL OVER 144.5 (5.0%); SPREAD Michigan St. +2.5 (5.0%)
2026-01-02,Seattle,Gonzaga,74.6,105.3,30.7,-24.5,6.2,161.3,154.5,6.8,TOTAL OVER 154.5 (5.0%); SPREAD Gonzaga -24.5 (5.0%)
2026-01-02,West Virginia,Iowa St.,67.0,87.3,20.3,-18.5,1.8,143.4,142.5,0.9,
2026-01-02,Loyola Marymount,Washington St.,72.4,68.0,-4.4,-2.5,6.9,140.0,142.5,2.5,SPREAD Loyola Marymount +2.5 (5.0%)
2026-01-02,Oregon St.,Pacific,63.7,71.0,7.3,-4.5,2.8,135.0,138.5,3.5,TOTAL UNDER 138.5 (5.0%); SPREAD Pacific -4.5 (5.0%)
2026-01-02,Pepperdine,Santa Clara,65.3,86.2,20.9,-19.5,1.4,151.3,150.5,0.8,
2026-01-02,Portland,Saint Mary's,66.7,94.8,28.1,-21.5,6.6,152.7,145.5,7.2,TOTAL OVER 145.5 (5.0%); SPREAD Saint Mary's -21.5 (5.0%)
2026-01-02,San Diego,San Francisco,74.0,75.4,1.4,-10.5,9.1,149.0,149.5,0.5,SPREAD San Diego +10.5 (5.0%)
2026-01-02,Notre Dame,California,69.9,71.8,1.9,-4.5,2.6,142.0,137.5,4.5,TOTAL OVER 137.5 (5.0%); SPREAD Notre Dame +4.5 (5.0%)
2026-01-03,Virginia,NC State,82.1,84.6,2.5,-4.5,2.0,153.8,152.5,1.3,SPREAD Virginia +4.5 (5.0%)
2026-01-03,Clemson,Pittsburgh,70.9,70.5,-0.4,3.5,3.1,136.7,135.5,1.2,SPREAD Pittsburgh +3.5 (5.0%)
2026-01-03,Kentucky,Alabama,89.3,90.5,1.2,-5.5,4.3,165.5,174.5,9.0,SPREAD Kentucky +5.5 (5.0%)
2026-01-03,Northeastern,Campbell,82.5,83.1,0.6,-3.5,2.9,158.5,158.5,0.0,SPREAD Northeastern +3.5 (5.0%)
2026-01-03,Providence,St. John's,78.8,100.9,22.1,-12.5,9.6,167.1,169.5,2.4,SPREAD St. John's -12.5 (5.0%)
2026-01-03,UTSA,Temple,73.7,78.6,4.9,-10.5,5.6,152.2,150.5,1.7,SPREAD UTSA +10.5 (5.0%)
2026-01-03,VCU,Duquesne,88.6,84.7,-3.9,5.5,1.6,163.8,164.5,0.7,
2026-01-03,Villanova,Butler,78.2,74.8,-3.4,-1.5,4.9,143.5,146.5,3.0,SPREAD Villanova +1.5 (5.0%)
2026-01-03,Virginia Tech,Wake Forest,77.3,85.2,7.9,-5.5,2.4,158.1,151.5,6.6,TOTAL OVER 151.5 (5.0%); SPREAD Wake Forest -5.5 (5.0%)
2026-01-03,Auburn,Georgia,85.5,92.4,7.0,-5.5,1.5,159.0,174.5,15.5,
2026-01-03,American,Boston University,76.4,74.1,-2.3,1.5,0.8,142.2,148.5,6.3,
2026-01-03,Chattanooga,VMI,73.8,74.8,1.0,5.5,6.5,145.1,148.5,3.4,TOTAL UNDER 148.5 (1.2%); SPREAD VMI +5.5 (5.0%)
2026-01-03,Colgate,Army,75.3,69.1,-6.2,6.5,0.3,144.7,147.5,2.8,
2026-01-03,Georgia State,Coastal Carolina,71.5,71.6,0.1,-6.5,6.4,143.6,146.5,2.9,SPREAD Georgia State +6.5 (5.0%)
2026-01-03,Northern Illinois,Kent State,75.0,86.3,11.3,-16.5,5.2,160.9,158.5,2.4,SPREAD Northern Illinois +16.5 (5.0%)
2026-01-03,Oklahoma State,Texas Tech,79.8,87.6,7.8,-11.5,3.7,155.6,168.5,12.9,TOTAL UNDER 168.5 (5.0%); SPREAD Oklahoma State +11.5 (5.0%)
2026-01-03,Southern Miss,Louisiana,70.6,62.9,-7.7,4.5,3.2,133.6,130.5,3.1,TOTAL OVER 130.5 (5.0%); SPREAD Southern Miss -4.5 (5.0%)
2026-01-03,Vermont,New Hampshire,71.8,70.6,-1.2,7.5,6.3,141.7,137.5,4.2,TOTAL OVER 137.5 (5.0%); SPREAD New Hampshire +7.5 (5.0%)
2026-01-03,Wofford,The Citadel,75.7,66.6,-9.1,10.5,1.4,142.3,144.5,2.2,
2026-01-03,BYU,Kansas State,95.7,87.5,-8.2,7.5,0.7,167.1,172.5,5.4,
2026-01-03,Vanderbilt,South Carolina,89.9,74.3,-15.6,11.5,4.1,155.2,157.5,2.3,SPREAD Vanderbilt -11.5 (5.0%)
2026-01-03,Kansas,UCF,77.0,81.6,4.6,4.5,9.1,153.8,153.5,0.3,SPREAD UCF +4.5 (5.0%)
2026-01-03,Houston,Cincinnati,75.6,67.5,-8.1,7.5,0.6,143.5,134.5,9.0,TOTAL OVER 134.5 (5.0%)
2026-01-03,Baylor,TCU,82.8,84.9,2.0,-1.5,0.5,153.7,154.5,0.8,
2026-01-03,Boston College,Georgia Tech,65.6,74.1,8.5,-6.5,2.0,139.9,145.5,5.6,TOTAL UNDER 145.5 (5.0%); SPREAD Georgia Tech -6.5 (5.0%)
2026-01-03,Bowling Green,UMass,83.5,71.9,-11.6,2.5,9.1,155.4,149.5,5.9,TOTAL OVER 149.5 (5.0%); SPREAD Bowling Green -2.5 (5.0%)
2026-01-03,Dayton,Loyola Chicago,81.9,65.5,-16.4,8.5,7.9,146.6,141.5,5.1,TOTAL OVER 141.5 (5.0%); SPREAD Dayton -8.5 (5.0%)
2026-01-03,Hofstra,Drexel,74.3,66.3,-8.0,6.5,1.5,140.7,136.5,4.2,TOTAL OVER 136.5 (5.0%)
2026-01-03,NJIT,Binghamton,64.2,63.8,-0.4,-1.5,1.9,128.0,141.5,13.5,TOTAL UNDER 141.5 (5.0%)
2026-01-03,Stetson,Central Arkansas,68.5,77.1,8.6,-9.5,0.9,145.5,146.5,1.0,
2026-01-03,Xavier,DePaul,74.3,80.7,6.4,-2.5,3.9,155.1,146.5,8.6,TOTAL OVER 146.5 (5.0%); SPREAD DePaul -2.5 (5.0%)
2026-01-03,North Carolina,SMU,76.7,83.0,6.3,-1.5,4.8,152.1,156.5,4.4,SPREAD SMU -1.5 (5.0%)
2026-01-03,Tennessee,Arkansas,87.2,78.9,-8.3,-2.5,10.8,157.1,157.5,0.4,SPREAD Tennessee +2.5 (5.0%)
2026-01-03,Duke,Florida State,89.8,78.5,-11.3,15.5,4.2,158.0,164.5,6.5,SPREAD Florida State +15.5 (5.0%)
2026-01-03,Arizona,Utah,111.5,70.9,-40.6,18.5,22.1,160.7,162.5,1.8,SPREAD Arizona -18.5 (5.0%)
2026-01-03,UCLA,Iowa,72.8,80.3,7.6,-6.5,1.1,137.6,138.5,0.9,
2026-01-03,Illinois,Penn State,102.0,77.8,-24.2,16.5,7.7,148.8,157.5,8.7,SPREAD Illinois -16.5 (5.0%)
2026-01-03,Purdue,Wisconsin,83.7,74.7,-8.9,6.5,2.4,147.6,151.5,3.9,SPREAD Purdue -6.5 (5.0%)
2026-01-03,Florida,Missouri,84.1,78.9,-5.2,6.5,1.3,155.7,153.5,2.2,
